id_imovel,tipo_imovel,zona,area_m2,vagas_estacionamento,banheiros,idade_imovel_anos,distancia_centro_km,andar,estado_conservacao,fluxo_pessoas,tem_climatizacao,documentacao_regular,cor_fachada,preco_aluguel_mensal
COM-0216,Loja,Centro,84.44,0.0,1,8.0,2.2,0,Novo,Baixo,Não,Não,Bege,3282.1
COM-0217,Prédio Comercial,Zona Oeste,1015.81,12.0,6,4.0,11.12,2,Bom,Médio,Sim,Sim,Cinza,85061.14
COM-0218,Escritório,Zona Leste,163.13,0.0,3,0.0,14.67,11,Precisa Reforma,Alto,Sim,Sim,Azul,4735.69
COM-0219,Escritório,Zona Norte,,0.0,1,1.0,6.76,11,Bom,Médio,Sim,Não,Azul,4261.38
COM-0220,Galpão,Centro,576.37,7.0,3,19.0,0.2,0,Bom,Muito Alto,Não,Sim,Bege,60646.84
COM-0221,Sala Comercial,Zona Sul,81.69,1.0,3,1.0,8.18,2,Novo,Médio,Sim,Sim,Cinza,4407.63
COM-0222,Loja,Zona Oeste,138.08,2.0,1,14.0,7.64,0,Bom,Médio,Não,Sim,Amarela,5147.21
COM-0223,Escritório,Centro,30.73,0.0,1,11.0,0.2,5,Novo,Baixo,Sim,Não,Azul,1397.88
COM-0224,Sala Comercial,Área Industrial,55.69,0.0,1,22.0,16.25,8,Regular,Alto,Sim,Não,Cinza,800.0
COM-0225,Loja,Zona Norte,,1.0,1,18.0,11.97,0,Bom,Médio,Sim,Não,Azul,4873.84
COM-0226,Loja,Zona Leste,108.18,0.0,1,14.0,13.08,0,Precisa Reforma,Médio,Não,Sim,Bege,1042.66
COM-0227,Loja,Centro,174.29,2.0,1,11.0,3.95,0,Regular,Médio,Não,Sim,Verde,9210.74
COM-0228,Galpão,Centro,777.13,3.0,6,1.0,0.2,0,Regular,Médio,Sim,Sim,Azul,54143.34
COM-0229,Escritório,Zona Leste,96.98,1.0,1,4.0,14.46,1,Bom,Baixo,Sim,Sim,Verde,1136.25
COM-0230,Loja,Zona Leste,134.66,1.0,1,2.0,17.59,0,Bom,Alto,Não,Sim,Verde,5941.71
COM-0231,Loja,Zona Norte,109.33,3.0,1,49.0,9.99,0,Bom,Médio,Sim,Sim,Azul,2821.45
COM-0232,Loja,Centro,99.45,0.0,1,1.0,0.34,0,Precisa Reforma,Alto,Sim,Não,Azul,5335.67
COM-0233,Escritório,Área Industrial,100.62,1.0,1,4.0,19.57,5,Regular,Médio,Sim,Sim,Verde,2342.35
COM-0234,Escritório,Zona Sul,175.1,0.0,1,26.0,2.9,14,Novo,Médio,Não,Sim,Cinza,8895.17
COM-0235,Loja,Zona Norte,61.49,0.0,1,17.0,13.28,0,Bom,Alto,Não,Sim,Branca,1087.57
COM-0236,Escritório,Zona Sul,88.9,0.0,1,3.0,5.36,12,Regular,Alto,Sim,Sim,Amarela,4828.66
COM-0237,Galpão,Zona Norte,295.06,3.0,2,1.0,12.74,0,Bom,Médio,Sim,Sim,Bege,11585.39
COM-0238,Quiosque,Zona Leste,30.36,2.0,1,,12.48,0,Novo,Muito Alto,Sim,Sim,Cinza,800.0
COM-0239,Galpão,Zona Norte,320.74,1.0,4,26.0,10.37,0,Novo,Alto,Sim,Sim,Branca,24456.09
COM-0240,Loja,Zona Norte,63.96,0.0,1,22.0,17.47,0,Bom,Médio,Sim,Sim,Cinza,800.0
COM-0241,Quiosque,Zona Norte,22.45,0.0,1,0.0,15.68,0,Bom,Alto,Não,Sim,Amarela,800.0
COM-0242,Escritório,Zona Sul,97.19,1.0,2,13.0,5.9,0,Regular,Médio,Sim,Sim,Verde,4249.72
COM-0243,Galpão,Zona Oeste,326.69,2.0,3,12.0,8.03,0,Regular,Alto,Sim,Sim,Vermelha,18148.78
COM-0244,Escritório,Zona Oeste,79.74,1.0,1,17.0,12.99,15,Bom,Alto,Sim,Sim,Amarela,2509.44
COM-0245,Escritório,Zona Norte,45.24,2.0,1,11.0,10.25,3,Regular,Médio,Sim,Sim,Verde,975.13
COM-0246,Loja,Zona Leste,181.23,1.0,1,41.0,11.07,0,Bom,Muito Alto,Não,Sim,Vermelha,33524.78
COM-0247,Escritório,Zona Leste,97.0,1.0,2,20.0,14.52,15,Bom,Médio,Sim,Sim,Azul,1740.03
COM-0248,Sala Comercial,Zona Sul,62.9,1.0,1,3.0,3.87,8,Bom,Alto,Sim,Sim,Azul,3000.73
COM-0249,Sala Comercial,Zona Norte,100.24,0.0,1,26.0,10.17,9,Precisa Reforma,Muito Alto,Não,Sim,Verde,1156.82
COM-0250,Sala Comercial,Zona Norte,75.09,1.0,1,22.0,10.5,8,Precisa Reforma,Alto,Sim,Sim,Amarela,800.0
COM-0251,Sala Comercial,Área Industrial,49.53,2.0,1,17.0,18.2,4,Regular,Muito Alto,Sim,Sim,Vermelha,800.0
COM-0252,Loja,Área Industrial,145.15,2.0,1,33.0,17.2,0,Regular,Alto,Sim,Sim,Cinza,5109.48
COM-0253,Quiosque,Zona Leste,14.83,0.0,1,15.0,13.06,0,Novo,Alto,Sim,Sim,Vermelha,800.0
COM-0254,Escritório,Zona Norte,132.64,0.0,1,9.0,13.26,10,Bom,Baixo,Não,Sim,Bege,2517.18
COM-0255,Loja,Área Industrial,184.49,2.0,1,0.0,12.33,0,Precisa Reforma,Baixo,Não,Não,Verde,4395.25
COM-0256,Galpão,Centro,427.59,6.0,3,2.0,6.51,0,,Médio,Sim,Não,Branca,22756.43
COM-0257,Prédio Comercial,Zona Norte,481.44,5.0,5,9.0,9.17,1,Regular,Alto,Não,Sim,Bege,26455.48
COM-0258,Loja,Área Industrial,64.68,0.0,1,25.0,21.18,0,Precisa Reforma,Médio,Sim,Não,Bege,800.0
COM-0259,Quiosque,Área Industrial,19.35,1.0,1,14.0,10.72,0,Novo,Médio,Sim,Não,Cinza,800.0
COM-0260,Sala Comercial,Zona Leste,42.39,0.0,1,7.0,11.31,4,Bom,Muito Alto,Não,Sim,Azul,800.0
COM-0261,Escritório,Zona Norte,148.97,,3,13.0,14.63,5,Regular,Alto,Sim,Sim,Cinza,6073.57
COM-0262,Galpão,Zona Oeste,848.68,9.0,8,0.0,9.49,0,Novo,Alto,Não,Sim,Amarela,62457.02
COM-0263,Sala Comercial,Zona Sul,70.32,1.0,1,6.0,11.43,15,Novo,Muito Alto,Sim,Sim,Cinza,4587.44
COM-0264,Sala Comercial,Zona Sul,35.51,0.0,1,2.0,11.54,0,Bom,Médio,Sim,Sim,Azul,800.0
COM-0265,Loja,Centro,68.79,2.0,1,1.0,3.25,0,Bom,Médio,Sim,Não,Vermelha,5454.42
COM-0266,Escritório,Zona Leste,84.35,2.0,1,10.0,11.53,11,Regular,Muito Alto,Sim,Sim,Azul,2934.88
COM-0267,Galpão,Zona Sul,,5.0,6,3.0,6.56,0,Precisa Reforma,Médio,Não,Não,Bege,30438.95
COM-0268,Galpão,Zona Leste,603.21,6.0,5,19.0,9.49,0,Bom,Médio,Não,Sim,Branca,18678.69
COM-0269,Galpão,Zona Sul,643.4,9.0,7,17.0,5.63,0,Bom,Muito Alto,Sim,Sim,Amarela,69542.46
COM-0270,Loja,Zona Sul,65.11,1.0,1,12.0,6.7,0,Novo,Alto,Sim,Sim,Vermelha,4702.14
COM-0271,Galpão,Centro,439.28,3.0,3,3.0,2.6,0,Bom,Alto,Sim,Sim,Verde,41739.6
COM-0272,Galpão,Zona Sul,1026.35,10.0,8,0.0,0.2,0,Regular,Médio,Sim,Sim,Branca,72225.73
COM-0273,Escritório,Zona Sul,120.79,1.0,1,33.0,8.55,2,Novo,Médio,Sim,Sim,Branca,5668.24
COM-0274,Quiosque,Zona Sul,14.38,1.0,1,47.0,9.38,0,Bom,Baixo,Sim,Sim,Vermelha,800.0
COM-0275,Prédio Comercial,Zona Sul,1002.75,9.0,8,11.0,6.89,12,Precisa Reforma,Médio,Sim,Sim,Vermelha,57312.91
COM-0276,Escritório,Centro,83.97,0.0,1,3.0,2.1,12,Regular,Baixo,Sim,Sim,Azul,4043.97
COM-0277,Escritório,Zona Oeste,,,1,0.0,12.08,13,Precisa Reforma,Médio,Sim,Sim,Azul,800.0
COM-0278,Sala Comercial,Centro,94.85,0.0,1,7.0,2.81,3,Novo,Alto,Sim,Sim,Amarela,8136.37
COM-0279,Escritório,Área Industrial,12.3,0.0,1,0.0,22.17,3,Novo,Médio,Sim,Sim,Vermelha,800.0
COM-0280,Escritório,Centro,97.0,0.0,1,18.0,0.2,7,Regular,Médio,Sim,Sim,Bege,4293.09
COM-0281,Loja,Zona Sul,95.86,0.0,1,2.0,11.87,0,Bom,Alto,Não,Sim,Amarela,5140.93
COM-0282,Escritório,Zona Oeste,112.9,1.0,1,17.0,12.65,7,Bom,Alto,Sim,Sim,Amarela,4682.0
COM-0283,Quiosque,Área Industrial,16.92,4.0,1,20.0,13.74,0,Precisa Reforma,Alto,Sim,Sim,Cinza,800.0
COM-0284,Quiosque,Zona Leste,14.59,0.0,1,18.0,18.62,0,Regular,Médio,Sim,Sim,Verde,800.0
COM-0285,Loja,Zona Sul,97.63,2.0,1,2.0,9.56,0,Bom,Médio,Não,Sim,Verde,6017.13
COM-0286,Escritório,Zona Sul,117.97,2.0,1,28.0,6.0,4,Precisa Reforma,Médio,Sim,Sim,Cinza,3367.01
COM-0287,Prédio Comercial,Área Industrial,565.71,,6,1.0,12.8,6,Regular,Baixo,Sim,,Amarela,32327.04
COM-0288,Galpão,Área Industrial,707.9,8.0,5,6.0,12.81,0,Novo,Alto,Não,Sim,Verde,59512.11
COM-0289,Loja,Área Industrial,110.64,2.0,2,15.0,23.77,0,Bom,Muito Alto,Sim,Sim,Vermelha,5629.31
COM-0290,Loja,Área Industrial,149.82,1.0,1,9.0,12.98,0,Bom,Médio,Sim,Sim,Azul,7611.1
COM-0291,Galpão,Zona Oeste,966.11,10.0,5,8.0,8.18,0,Bom,Médio,Sim,Sim,Amarela,55190.06
COM-0292,Escritório,Zona Sul,129.74,2.0,1,20.0,6.28,10,Regular,Alto,Não,Sim,Verde,6186.46
COM-0293,Loja,Área Industrial,100.41,0.0,2,12.0,15.03,0,Regular,Baixo,Sim,Sim,Vermelha,1317.42
COM-0294,Sala Comercial,Centro,82.36,0.0,1,46.0,0.2,7,Bom,Médio,Sim,Sim,Vermelha,2931.54
COM-0295,Sala Comercial,Zona Oeste,29.06,1.0,1,2.0,10.6,15,Bom,Alto,Sim,Sim,Cinza,800.0
COM-0296,Loja,Zona Oeste,146.21,1.0,1,12.0,10.38,0,Bom,Muito Alto,Sim,Sim,Branca,12019.67
COM-0297,Galpão,Zona Oeste,409.92,3.0,3,24.0,10.54,0,Novo,Alto,Sim,Sim,Azul,34493.08
COM-0298,Escritório,Zona Norte,118.36,0.0,1,28.0,13.02,14,Regular,Baixo,Sim,Sim,Vermelha,800.0
COM-0299,Quiosque,Área Industrial,17.2,0.0,1,9.0,15.64,0,Regular,Baixo,Sim,Sim,Branca,800.0
COM-0300,Galpão,Zona Norte,634.77,,4,0.0,12.0,0,Precisa Reforma,Baixo,Não,Sim,Bege,18717.25
COM-0301,Quiosque,Centro,22.26,0.0,1,16.0,0.72,0,Precisa Reforma,Médio,Sim,Sim,Cinza,800.0
COM-0302,Escritório,Zona Norte,76.56,1.0,1,1.0,12.1,12,Bom,Médio,Sim,Sim,Vermelha,2834.33
COM-0303,Sala Comercial,Zona Leste,50.08,0.0,1,4.0,12.09,1,Regular,Alto,Sim,Sim,Amarela,800.0
COM-0304,Galpão,Zona Leste,837.02,10.0,6,0.0,15.85,0,Regular,Baixo,Não,Sim,Cinza,35123.45
COM-0305,Galpão,Zona Oeste,624.93,6.0,5,0.0,13.49,0,Novo,Médio,Sim,Sim,Bege,44105.23
COM-0306,Prédio Comercial,Zona Sul,1307.23,14.0,11,21.0,7.57,8,Bom,Muito Alto,Não,Sim,Branca,176157.87
COM-0307,Loja,Zona Oeste,8.0,0.0,1,17.0,4.51,0,Novo,Médio,Sim,Sim,Bege,800.0
COM-0308,Sala Comercial,Centro,60.06,3.0,1,11.0,6.42,12,Novo,Médio,Não,Sim,Verde,4298.73
COM-0309,Escritório,Centro,97.64,0.0,1,8.0,0.2,11,Precisa Reforma,Alto,Sim,Sim,Bege,5400.29
COM-0310,Loja,Zona Leste,127.17,3.0,1,8.0,11.13,0,Bom,Médio,Não,Sim,Vermelha,5112.75
COM-0311,Sala Comercial,Área Industrial,38.67,0.0,1,1.0,15.89,12,Bom,Médio,Sim,Sim,Vermelha,800.0
COM-0312,Sala Comercial,Zona Oeste,9.51,0.0,1,3.0,10.25,2,Bom,Médio,Sim,Sim,Vermelha,800.0
COM-0313,Escritório,Centro,84.18,0.0,1,8.0,5.52,2,Bom,Médio,Sim,Sim,Cinza,4821.94
COM-0314,Escritório,Centro,88.68,0.0,1,11.0,0.54,13,Novo,Médio,Sim,Sim,Amarela,5643.08
COM-0315,Loja,Zona Leste,173.8,1.0,3,59.0,12.82,0,Bom,Médio,Sim,Sim,Branca,4055.45
COM-0316,Escritório,Zona Sul,72.15,0.0,1,6.0,7.8,5,Precisa Reforma,Médio,Não,,Cinza,1660.44
COM-0317,Sala Comercial,Zona Sul,20.21,3.0,1,3.0,7.44,13,Novo,Médio,Sim,Sim,Cinza,800.0
COM-0318,Sala Comercial,Zona Norte,41.47,0.0,1,5.0,4.54,6,Regular,Médio,Sim,Sim,Branca,800.0
COM-0319,Quiosque,Zona Norte,16.73,0.0,1,1.0,11.23,0,Regular,Alto,Sim,Sim,Bege,800.0
COM-0320,Escritório,Zona Leste,89.11,2.0,1,5.0,12.7,6,Bom,Médio,Sim,Sim,Verde,2847.84
COM-0321,Quiosque,Zona Norte,22.25,0.0,1,15.0,11.86,0,Regular,Médio,Sim,Sim,Verde,800.0
COM-0322,Sala Comercial,Zona Oeste,38.61,0.0,1,7.0,8.35,6,Bom,Muito Alto,Sim,Sim,Vermelha,1191.62
COM-0323,Escritório,Centro,100.59,0.0,2,12.0,0.2,6,Regular,Muito Alto,Sim,Sim,Vermelha,8432.99
COM-0324,Loja,Zona Oeste,162.28,4.0,1,,13.0,0,Regular,Alto,Sim,Sim,Cinza,8283.29
COM-0325,Prédio Comercial,Zona Leste,1387.36,15.0,11,29.0,13.78,15,Regular,Baixo,Sim,Sim,Bege,50637.16
COM-0326,Prédio Comercial,Zona Sul,657.38,5.0,6,11.0,10.1,2,Regular,Médio,Sim,Sim,Vermelha,56933.71
COM-0327,Sala Comercial,Zona Leste,31.0,0.0,1,26.0,12.36,12,Novo,Muito Alto,Não,Sim,Bege,800.0
COM-0328,Sala Comercial,Centro,45.54,0.0,1,12.0,0.2,7,Bom,Médio,Sim,Sim,Bege,2231.04
COM-0329,Prédio Comercial,Zona Leste,310.8,2.0,3,5.0,17.85,15,Novo,Muito Alto,Sim,Sim,Branca,37905.35
COM-0330,Loja,Área Industrial,96.9,1.0,1,0.0,17.64,0,Novo,Médio,Sim,Sim,Verde,4401.99
COM-0331,Sala Comercial,Centro,45.4,0.0,1,,0.39,2,Regular,Médio,Sim,Sim,Branca,1846.49
COM-0332,Loja,Zona Norte,102.25,1.0,1,26.0,14.52,0,Novo,Alto,Não,Sim,Amarela,4075.23
COM-0333,Loja,Centro,114.63,1.0,1,9.0,0.2,0,Bom,Muito Alto,Sim,Sim,Azul,12394.87
COM-0334,Loja,Zona Leste,60.99,2.0,1,21.0,7.6,0,Bom,Alto,Não,Sim,Verde,2090.19
COM-0335,Sala Comercial,Zona Leste,37.67,0.0,1,3.0,11.58,2,Bom,Alto,Sim,Sim,Amarela,800.0
COM-0336,Loja,Zona Norte,144.7,2.0,1,1.0,17.22,0,Bom,Médio,Não,Sim,Vermelha,4640.7
COM-0337,Sala Comercial,Zona Norte,8.0,0.0,1,11.0,16.88,11,Bom,Baixo,Não,Sim,Bege,800.0
COM-0338,Prédio Comercial,Zona Oeste,453.46,5.0,3,9.0,10.76,4,Precisa Reforma,Médio,Sim,Sim,Branca,24850.53
COM-0339,Loja,Zona Leste,174.29,2.0,1,1.0,11.83,0,Bom,Médio,Sim,Sim,Azul,6710.78
COM-0340,Galpão,Zona Sul,859.56,9.0,5,47.0,10.38,0,Precisa Reforma,Muito Alto,Sim,Sim,Cinza,58605.81
COM-0341,Loja,Zona Norte,31.35,1.0,1,17.0,9.04,0,Bom,Baixo,Sim,Sim,Azul,800.0
COM-0342,Loja,Zona Norte,8.0,3.0,1,24.0,10.84,0,Bom,Alto,Sim,Sim,Vermelha,800.0
COM-0343,Escritório,Zona Sul,113.24,2.0,1,2.0,7.27,7,Novo,Baixo,Sim,Sim,Amarela,6745.79
COM-0344,Sala Comercial,Zona Oeste,50.5,0.0,1,8.0,11.97,15,Bom,Alto,Sim,Sim,Branca,923.64
COM-0345,Sala Comercial,Zona Sul,54.59,0.0,1,14.0,9.84,1,Precisa Reforma,Médio,Não,,Azul,800.0
COM-0346,Quiosque,Centro,13.52,1.0,1,3.0,4.36,0,Regular,Alto,Sim,Não,Verde,800.0
COM-0347,Sala Comercial,Área Industrial,70.95,1.0,1,16.0,17.3,3,Novo,Alto,Não,Sim,Bege,2090.05
COM-0348,Escritório,Zona Leste,136.39,2.0,1,11.0,12.92,13,,Alto,Sim,Sim,Azul,4203.1
COM-0349,Escritório,Zona Oeste,89.29,0.0,1,5.0,9.57,5,Bom,Muito Alto,Sim,Sim,Cinza,17347.4
COM-0350,Galpão,Área Industrial,617.66,6.0,5,4.0,16.0,0,Bom,Muito Alto,Não,Sim,Bege,45508.07
COM-0351,Escritório,Área Industrial,118.07,2.0,1,,13.71,4,Precisa Reforma,Alto,Não,Sim,Azul,4188.94
COM-0352,Escritório,Zona Oeste,72.95,0.0,1,28.0,9.21,15,Regular,Alto,Sim,Sim,Vermelha,960.2
COM-0353,Sala Comercial,Zona Sul,68.98,0.0,1,5.0,7.83,2,Regular,Muito Alto,Sim,Sim,Vermelha,2982.82
COM-0354,Quiosque,Zona Norte,20.01,0.0,1,7.0,16.4,0,Precisa Reforma,Médio,Sim,Sim,Vermelha,800.0
COM-0355,Loja,Área Industrial,130.48,0.0,1,20.0,13.08,0,Regular,Alto,Não,Sim,Verde,4727.76
COM-0356,Loja,Zona Sul,188.49,0.0,1,17.0,6.92,0,Bom,Médio,Não,Sim,Amarela,7401.08
COM-0357,Loja,Zona Oeste,85.26,0.0,1,16.0,10.46,0,Regular,Muito Alto,Não,Sim,Vermelha,3061.43
COM-0358,Escritório,Zona Sul,95.54,2.0,1,0.0,9.48,14,Novo,Alto,Sim,Não,Verde,5707.28
COM-0359,Loja,Zona Leste,87.09,0.0,1,22.0,10.54,0,,Alto,Sim,Não,Cinza,3067.09
COM-0360,Loja,Zona Norte,86.81,0.0,1,28.0,12.17,0,Novo,Alto,Sim,Sim,Vermelha,2918.0
COM-0361,Sala Comercial,Zona Leste,60.84,0.0,1,12.0,12.6,3,Bom,Alto,Sim,Sim,Azul,800.0
COM-0362,Galpão,Zona Sul,454.06,5.0,3,17.0,7.27,0,Bom,Baixo,Sim,Sim,Bege,26145.5
COM-0363,Sala Comercial,Centro,15.4,0.0,1,0.0,5.11,3,Novo,Muito Alto,Sim,Sim,Cinza,9506.02
COM-0364,Loja,Zona Oeste,113.75,0.0,1,7.0,8.35,0,Regular,Baixo,Não,Sim,Amarela,2237.05
COM-0365,Galpão,Zona Leste,528.05,5.0,3,20.0,17.36,0,Novo,Médio,Sim,Sim,Verde,27510.5
COM-0366,Galpão,Zona Sul,765.81,8.0,8,25.0,9.01,0,Bom,Muito Alto,Sim,Sim,Vermelha,67590.61
COM-0367,Sala Comercial,Área Industrial,20.82,1.0,1,16.0,13.29,8,Bom,Baixo,Sim,Sim,Amarela,800.0
COM-0368,Galpão,Zona Leste,321.51,5.0,1,2.0,12.01,0,Regular,Alto,Não,Sim,Cinza,16986.88
COM-0369,Loja,Zona Leste,92.79,0.0,1,3.0,9.99,0,,Médio,Sim,Sim,Bege,2845.93
COM-0370,Quiosque,Zona Sul,11.2,0.0,1,6.0,14.24,0,Novo,Médio,Sim,Sim,Branca,800.0
COM-0371,Quiosque,Área Industrial,17.88,0.0,1,13.0,17.64,0,Novo,Alto,Sim,Sim,Vermelha,800.0
COM-0372,Loja,Zona Sul,83.83,1.0,2,44.0,9.02,0,Precisa Reforma,Baixo,Sim,Sim,Azul,800.0
COM-0373,Loja,Centro,102.3,1.0,1,5.0,6.15,0,Regular,Médio,Sim,Sim,Verde,6102.29
COM-0374,Sala Comercial,Zona Sul,25.27,1.0,1,7.0,2.2,4,Regular,Médio,Sim,Sim,Amarela,1018.61
COM-0375,Quiosque,Área Industrial,17.38,0.0,1,0.0,20.98,0,Novo,Médio,Sim,Sim,Vermelha,800.0
COM-0376,Prédio Comercial,Centro,918.07,9.0,7,3.0,0.37,7,Regular,Alto,Sim,Sim,Verde,97368.45
COM-0377,Loja,Zona Leste,184.08,2.0,1,19.0,13.74,0,Novo,Alto,Não,Sim,Branca,7695.42
COM-0378,Escritório,Zona Leste,150.23,0.0,2,5.0,12.3,8,Novo,Muito Alto,Sim,Sim,Bege,9175.85
COM-0379,Escritório,Zona Oeste,129.56,1.0,1,1.0,10.46,10,Novo,Muito Alto,Não,Sim,Branca,7601.58
COM-0380,Sala Comercial,Área Industrial,51.57,0.0,1,3.0,22.07,11,Regular,Médio,Sim,Sim,Azul,800.0
COM-0381,Sala Comercial,Zona Norte,50.82,0.0,1,9.0,15.12,3,Novo,Médio,Sim,Sim,Branca,800.0
COM-0382,Escritório,Centro,,0.0,1,2.0,0.21,4,Novo,Médio,Sim,Não,Branca,6422.06
COM-0383,Galpão,Área Industrial,266.45,3.0,4,0.0,11.91,0,Regular,Médio,Sim,Sim,Vermelha,14402.95
COM-0384,Sala Comercial,Zona Oeste,55.91,1.0,1,,11.28,1,Bom,Baixo,Sim,Sim,Branca,800.0
COM-0385,Quiosque,Centro,14.15,0.0,1,3.0,0.93,0,Bom,Médio,Não,Sim,Amarela,800.0
COM-0386,Sala Comercial,Zona Norte,80.86,1.0,1,17.0,10.06,7,Bom,Alto,Sim,Sim,Verde,2354.34
COM-0387,Quiosque,Zona Oeste,10.5,0.0,1,15.0,8.64,0,Regular,Médio,Não,Sim,Verde,800.0
COM-0388,Loja,Zona Sul,76.35,0.0,1,13.0,5.92,0,Regular,Alto,Sim,Sim,Bege,3450.36
COM-0389,Prédio Comercial,Zona Oeste,1160.47,12.0,9,5.0,13.96,7,Regular,Baixo,Sim,Não,Azul,55566.61
COM-0390,Escritório,Centro,100.26,1.0,1,5.0,0.2,13,Precisa Reforma,Muito Alto,Não,Sim,Vermelha,7014.61
COM-0391,Loja,Centro,21.49,1.0,1,2.0,3.69,0,Novo,Alto,Sim,Sim,Verde,1817.98
COM-0392,Prédio Comercial,Centro,911.4,10.0,7,3.0,1.82,12,Bom,Alto,Não,Sim,Cinza,115610.06
COM-0393,Sala Comercial,Zona Norte,98.48,0.0,2,3.0,11.31,3,Precisa Reforma,Baixo,Sim,Sim,Verde,960.34
COM-0394,Sala Comercial,Centro,48.61,2.0,1,7.0,0.2,14,Bom,Alto,Sim,Sim,Branca,4249.56
COM-0395,Loja,Zona Oeste,57.38,1.0,1,2.0,8.74,0,Bom,Alto,Sim,Sim,Bege,3064.73
COM-0396,Sala Comercial,Centro,70.61,2.0,1,21.0,5.21,1,Bom,Médio,Não,Sim,Azul,2902.6
COM-0397,Loja,Zona Sul,154.01,3.0,1,6.0,7.96,0,Bom,Alto,Sim,,Bege,12854.17
COM-0398,Escritório,Centro,8.0,,1,4.0,3.54,7,Novo,Alto,Sim,Sim,Cinza,800.0
COM-0399,Prédio Comercial,Área Industrial,1133.21,13.0,7,4.0,13.97,2,Novo,Médio,Sim,Sim,Vermelha,114198.66
COM-0400,Sala Comercial,Centro,67.75,,1,27.0,0.2,10,Precisa Reforma,Alto,Sim,Não,Branca,2235.7
COM-0401,Loja,Zona Sul,206.94,3.0,1,14.0,4.58,0,Regular,Médio,Sim,Sim,Azul,11918.31
COM-0402,Sala Comercial,Área Industrial,42.47,1.0,1,0.0,17.95,4,Bom,Médio,Sim,Sim,Azul,800.0
COM-0403,Prédio Comercial,Zona Sul,1268.18,12.0,10,8.0,7.75,2,Regular,Médio,Sim,Sim,Azul,72056.29
COM-0404,Prédio Comercial,Zona Oeste,954.97,11.0,8,7.0,10.69,0,Bom,Muito Alto,Não,Sim,Cinza,103092.41
COM-0405,Galpão,Zona Oeste,809.82,9.0,7,2.0,8.15,0,Bom,Médio,Sim,Sim,Branca,42282.76
COM-0406,Sala Comercial,Centro,28.11,1.0,1,9.0,1.48,1,Regular,Alto,Não,Sim,Cinza,1764.06
COM-0407,Escritório,Área Industrial,56.79,0.0,1,5.0,18.55,7,Precisa Reforma,Baixo,Sim,Sim,Vermelha,800.0
COM-0408,Loja,Área Industrial,142.74,2.0,1,20.0,17.5,0,Bom,Alto,Não,Sim,Bege,6850.27
COM-0409,Quiosque,Centro,18.04,0.0,1,2.0,2.76,0,Bom,Médio,Não,Sim,Amarela,800.0
COM-0410,Loja,Zona Leste,189.34,0.0,1,24.0,11.56,0,Precisa Reforma,Médio,Sim,Sim,Bege,2976.64
COM-0411,Escritório,Zona Sul,119.27,0.0,2,3.0,8.85,2,Bom,Médio,Sim,Sim,Branca,6620.97
COM-0412,Galpão,Centro,1114.33,12.0,8,4.0,0.2,0,Precisa Reforma,Médio,Sim,Sim,Bege,55670.91
COM-0413,Escritório,Zona Norte,41.72,1.0,1,0.0,15.6,4,Novo,Médio,Não,Sim,Bege,800.0
COM-0414,Sala Comercial,Centro,75.5,3.0,1,4.0,1.03,3,Regular,Alto,Sim,Sim,Azul,5524.71
COM-0415,Escritório,Zona Sul,100.6,,1,2.0,11.35,10,Regular,Médio,Sim,Não,Vermelha,4023.64
COM-0416,Escritório,Centro,10.0,0.0,1,3.0,14.03,5,Bom,Muito Alto,Sim,Sim,Cinza,12089.48
COM-0417,Loja,Zona Oeste,121.64,0.0,1,16.0,7.23,0,Precisa Reforma,Muito Alto,Sim,Não,Amarela,3788.17
COM-0418,Loja,Zona Leste,205.08,0.0,1,3.0,12.75,0,Precisa Reforma,Muito Alto,Sim,Sim,Verde,6187.51
COM-0419,Loja,Zona Oeste,73.91,0.0,1,11.0,10.21,0,Bom,Muito Alto,Sim,,Branca,3331.51
COM-0420,Escritório,Zona Leste,,1.0,1,11.0,9.1,0,Regular,Médio,Sim,Sim,Branca,2723.46
COM-0421,Sala Comercial,Zona Oeste,72.85,0.0,1,4.0,14.61,14,Regular,Baixo,Não,Não,Verde,800.0
COM-0422,Galpão,Zona Norte,281.23,2.0,2,10.0,14.14,0,Bom,Baixo,Sim,Sim,Vermelha,11962.6
COM-0423,Escritório,Zona Norte,86.97,0.0,1,7.0,12.54,1,Bom,Alto,Sim,Sim,Branca,2753.05
COM-0424,Loja,Centro,144.87,1.0,1,13.0,1.43,0,Bom,Alto,Sim,Não,Branca,10551.01
COM-0425,Sala Comercial,Área Industrial,59.96,0.0,1,3.0,18.48,13,Regular,Alto,Não,Sim,Verde,800.0
COM-0426,Loja,Centro,95.38,1.0,1,11.0,0.2,0,Bom,Médio,Não,Sim,Vermelha,6958.87
COM-0427,Galpão,Zona Leste,529.29,6.0,4,16.0,12.3,0,Bom,Baixo,Sim,Sim,Verde,19839.48
COM-0428,Loja,Zona Norte,76.47,2.0,1,11.0,9.26,0,Bom,Médio,Não,Sim,Azul,2826.11
COM-0429,Loja,Centro,144.98,2.0,1,2.0,3.73,0,Regular,Muito Alto,Sim,Sim,Bege,15758.91
COM-0430,Sala Comercial,Zona Sul,69.99,0.0,2,0.0,9.05,12,Regular,Baixo,Sim,Não,Cinza,1401.65
COM-0431,Loja,Centro,173.65,4.0,1,27.0,0.2,0,Bom,Médio,Não,Sim,Azul,13791.71
