@relation versao03-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute area_m2 numeric
@attribute bairro_valorizacao {baixo,alto,medio}
@attribute idade_imovel numeric
@attribute vagas_estacionamento numeric
@attribute distancia_centro_km numeric
@attribute fluxo_pessoas_dia numeric
@attribute taxa_vacancia_regiao numeric
@attribute tipo_imovel {loja,sala_comercial,escritorio,galpao}
@attribute padrao_construtivo {medio,baixo,alto}
@attribute preco numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0.074007,medio,0.202899,0.461538,0.453039,0.144123,0.328492,galpao,baixo,11974.57,no,no
0.062039,medio,0.130435,0,0.259669,0.161252,0.303596,loja,medio,12578.38,no,no
0.023299,medio,0.144928,0.153846,0.610892,0.062808,0.502075,escritorio,alto,3108.4,no,no
0.057568,baixo,0.217391,0.153846,0.72573,0.047844,0.471992,loja,medio,3510.68,no,no
0.030989,medio,0.217391,0,0.274665,0.193739,0.430152,escritorio,alto,8364.08,no,no
0.02135,alto,0.115942,0.153846,0.073402,0.251821,0.119295,escritorio,baixo,8025.23,no,no
0.050406,baixo,0.130435,0.153846,0.698895,0.177003,0.578492,loja,medio,13467.67,no,no
0.217467,baixo,0.26087,0.307692,0.673244,0.184924,0.390733,galpao,baixo,20921.44,yes,no
0.005831,medio,0.072464,0.153846,0.408051,0.213034,0.323997,sala_comercial,baixo,3876.4,no,no
0.01945,baixo,0.275362,0.076923,0.45738,0.024217,0.465076,escritorio,medio,850,no,no
0.039934,medio,0.173913,0.153846,0.384373,0.153967,0.503112,escritorio,alto,8798.67,no,no
0.060998,baixo,0.144928,0.076923,0.760063,0.049222,0.699516,escritorio,baixo,850,no,no
0.138048,medio,0.130435,0.615385,0.325572,0.289624,0.308783,loja,medio,27989.78,no,no
0.047578,alto,0.043478,0,0.064325,0.265013,0.256916,loja,alto,22014.98,no,no
0.168844,medio,0.130435,0.538462,0.252565,0.269541,0.226141,galpao,baixo,28531.67,no,no
0.015616,medio,0.173913,0,0.364122,0.170112,0.10408,sala_comercial,baixo,3628.11,no,no
0.01179,medio,0.289855,0,0.389503,0.11833,0.21473,sala_comercial,medio,850,no,no
0.025714,baixo,0.028986,0,0.807024,0.060248,0.387967,escritorio,medio,850,no,no
0.023234,medio,0.231884,0.076923,0.235596,0.158299,0.348548,loja,alto,5532.5,no,no
0.042954,medio,0.217391,0.153846,0.364641,0.189407,0.22787,loja,medio,11125,no,no
0.004051,baixo,0.275362,0.120447,0.74704,0.035243,0.573651,sala_comercial,baixo,850,no,no
0.267124,alto,0.188406,0.538462,0,0.581217,0.096127,galpao,alto,83584.03,yes,no
0.001025,medio,0.318841,0,0.277822,0.144714,0.198479,sala_comercial,baixo,850,no,no
0.02122,medio,0.130435,0.230769,0.32281,0.175034,0.476487,loja,alto,8388.02,no,no
0.011965,baixo,0.478261,0,0.454223,0.05887,0.403181,loja,medio,850,no,no
0.051193,baixo,0.072464,0,0.461326,0.122859,0.482019,loja,medio,5534.94,no,no
0.05407,baixo,0.449275,0.230769,0.744672,0.034062,0.508645,loja,baixo,1902.58,no,no
0.024305,medio,0.043478,0.153846,0.421073,0.163221,0.380014,sala_comercial,baixo,2165.97,no,no
0.062127,baixo,0.405797,0.153846,0.364122,0.078362,0.519018,loja,alto,6869.78,no,no
0.019625,medio,0.391304,0.230769,0.563141,0.189998,0.319848,sala_comercial,medio,4104.16,no,no
0.193777,alto,0,0.538462,0.368982,0.361882,0.156985,galpao,medio,48325.12,no,no
0.058534,medio,0.246377,0.230769,0.210339,0.227998,0.355571,escritorio,medio,11116.43,no,no
0.015528,medio,0.246377,0.076923,0.375691,0.130341,0.312586,sala_comercial,alto,2757.78,no,no
0.01602,medio,0.028986,0,0.110103,0.20693,0.452282,escritorio,baixo,4865.1,no,no
0.007488,baixo,0.072464,0,0.483031,0.064973,0.355571,loja,medio,850,no,no
0.018207,baixo,0.217391,0.230769,0.67719,0.041544,0.592669,sala_comercial,medio,850,no,no
0.046898,medio,0.086957,0.153846,0.182715,0.275448,0.298409,escritorio,alto,15848.07,no,no
0.051571,medio,0.101449,0.076923,0.422257,0.195511,0.206086,loja,medio,9883.85,no,no
0.028284,alto,0.086957,0.076923,0.163773,0.277023,0.070885,loja,alto,12806.09,no,no
0.010712,alto,0.101449,0.076923,0.0588,0.222879,0.136929,sala_comercial,medio,6426.46,no,no
0.005207,alto,0.057971,0.076923,0.114838,0.322504,0.206777,sala_comercial,baixo,6184.85,no,no
0.020247,baixo,0.057971,0.120447,0.417127,0.127387,0.288728,loja,medio,3235.09,no,no
0.025209,baixo,0.173913,0,0.459353,0.028549,0.355571,loja,medio,850,no,no
0.274296,medio,0.275362,0.230769,0.456196,0.263438,0.254841,galpao,alto,58091.79,yes,no
0.023436,medio,0.231884,0.076923,0.342147,0.084072,0.245505,sala_comercial,alto,4066.91,no,no
0.009824,medio,0.072464,0.120447,0.364122,0.113211,0.085754,sala_comercial,medio,3763.21,no,no
1,medio,0.565217,0.153846,0.422652,0.190195,0.859267,escritorio,baixo,6182.34,no,yes
0.029977,medio,0.207802,0,0.27427,0.208309,0.306362,escritorio,baixo,4919.52,no,no
0.044203,baixo,0.057971,0.153846,0.5,0.052176,0.57296,loja,alto,5254.79,no,no
0.006567,baixo,0.207802,0,0.718627,0.061036,0.700207,sala_comercial,baixo,850,no,no
0.012974,medio,0.666667,0.076923,0.369376,0.141366,0.191563,sala_comercial,medio,850,no,no
0.016004,alto,0.492754,0.076923,0.078137,0.338256,0.147994,loja,medio,9059.91,no,no
0.010846,alto,0.217391,0,0.10221,0.239023,0.239281,loja,baixo,7256.19,no,no
0.015424,baixo,0.202899,0.076923,0.634175,0.051585,0.58195,escritorio,medio,850,no,no
0.05775,alto,0.202899,0,0.33899,0.262059,0.228907,loja,baixo,12774.06,no,no
0.043269,medio,0.144928,0,0.245856,0.210278,0.249654,loja,medio,9151.92,no,no
0.029921,alto,0.028986,0,0.138911,0.19177,0.146611,loja,medio,11753.02,no,no
0.001975,medio,0.405797,0,0.08603,0.165978,0.380014,loja,medio,850,no,no
0.025317,medio,0.207802,0,0.210339,0.184924,0.309474,loja,medio,5130.53,no,no
0.035193,alto,0.391304,0.076923,0.228493,0.407561,0.183956,loja,alto,16171.92,no,no
0.000007,baixo,0.028986,0.076923,0.415943,0.077771,0.670816,loja,medio,850,no,no
0.066504,medio,0.565217,0.076923,0.442384,0.20693,0.270055,loja,alto,13067.1,no,no
0.010397,baixo,0.086957,0,0.355564,0.046072,0.646266,sala_comercial,medio,850,no,no
0.028938,baixo,0.101449,0,0.782952,0.071274,0.454703,escritorio,baixo,850,no,no
0.015252,alto,0.26087,0,0.136938,0.258515,0.167358,sala_comercial,baixo,5321.42,no,no
0.004829,alto,0.217391,0,0.100237,0.253987,0.029737,sala_comercial,medio,7461.5,no,no
0.036592,medio,0.478261,0.307692,0.084057,0.381965,0.077801,loja,medio,17020.44,no,no
0.000007,medio,0.231884,0.230769,0.364122,0.172278,0.294952,sala_comercial,medio,1791.13,no,no
0.196452,medio,0.347826,0.230769,0.327151,0.358141,0.320194,loja,medio,37061.71,yes,no
0.018346,medio,0.449275,0.230769,0.2794,0.201418,0.094744,escritorio,baixo,7502.82,no,no
0.007175,baixo,0.318841,0,0.365825,0.053948,0.383817,sala_comercial,medio,850,no,no
0.008477,medio,0.347826,0,0.304262,0.172081,0.275242,sala_comercial,baixo,850,no,no
0.000007,baixo,0.217391,0,0.579321,0.047844,0.519018,sala_comercial,medio,850,no,no
0.013742,medio,0.304348,0.076923,0.515785,0.103564,0.397994,sala_comercial,baixo,1778.76,no,no
0.04614,medio,0.173913,0.153846,0.323599,0.198267,0.332296,escritorio,medio,8519.22,no,no
0.01299,medio,0.202899,0,0.423441,0.184924,0.476833,sala_comercial,baixo,850,no,no
0.024477,medio,0.347826,0.076923,0.297159,0.173853,0.089212,loja,alto,7380.29,no,no
0.218095,medio,0.130435,0.120447,0.217048,0.340028,0.118603,galpao,alto,52059.15,yes,no
0.038229,baixo,0.043478,0,0.767561,0.184924,0.501729,loja,baixo,2024.27,no,no
0.020907,alto,0.246377,0,0.156275,0.309707,0.115491,sala_comercial,medio,7686.53,no,no
0.018457,baixo,0.028986,0,0.574586,0.10888,0.539073,escritorio,medio,3640.48,no,no
0.059426,medio,0.014493,0.230769,0.364122,0.176216,0.322268,loja,medio,15456.54,no,no
0.017094,medio,0.207802,0,0.291239,0.11203,0.140387,loja,medio,4480.82,no,no
0.074557,baixo,0.202899,0.384615,0.642857,0.184924,0.416667,galpao,baixo,5355.76,no,no
0.010924,medio,0.144928,0,0.305841,0.152195,0.264177,loja,alto,5079,no,no
0.166449,medio,0.072464,0.461538,0.250197,0.297106,0.296335,galpao,medio,31833.92,no,no
0.021506,alto,0.043478,0,0.364122,0.234889,0.085408,escritorio,medio,8296.4,no,no
0.019095,medio,0.318841,0.120447,0.303867,0.150423,0.132434,loja,medio,4152.44,no,no
0.060998,alto,0.207802,0.076923,0.022889,0.277811,0.185685,sala_comercial,medio,4303.79,no,no
0.027747,baixo,0.101449,0.076923,0.754538,0.036621,0.150761,escritorio,medio,1549.01,no,no
0.043224,baixo,0.144928,0,0.692581,0.016342,0.466805,escritorio,medio,850,no,no
0.010205,medio,0.347826,0.153846,0.364122,0.175231,0.180498,sala_comercial,medio,2382.26,no,no
0.030543,medio,0.434783,0.153846,0.11839,0.272495,0.182918,escritorio,medio,8518.39,no,no
0.070106,baixo,0.072464,0,0.364122,0.071865,0.364108,loja,baixo,4770.9,no,no
0.006687,baixo,0.115942,0.153846,0.721784,0.033865,0.430844,sala_comercial,baixo,850,no,no
0.028743,medio,0.144928,0.076923,0.25217,0.116361,0.362379,escritorio,medio,5689.08,no,no
0.027162,alto,0.101449,0,0.126677,0.320536,0.142116,loja,medio,12162.97,no,no
0.060998,medio,0.231884,0.120447,0.350434,0.124828,0.344744,escritorio,alto,850,no,no
0.009144,baixo,0.188406,0,0.114444,0.174247,0.498963,escritorio,medio,2839.07,no,no
0.009007,medio,0.710145,0,0.37056,0.140579,0.381743,sala_comercial,medio,850,no,no
0.079025,baixo,0.188406,0.384615,0.875296,0.056113,0.560166,loja,baixo,7647.68,no,no
0.051086,medio,0.463768,0.076923,0.393054,0.227407,0.249654,loja,alto,10199.35,no,no
0.024051,baixo,0.028986,0.307692,0.43528,0.053554,0.640041,loja,medio,1898.27,no,no
0.013914,alto,0.043478,0.076923,0.104183,0.309904,0.274205,sala_comercial,alto,11929.22,no,no
0.000007,baixo,0.173913,0.076923,0.235596,0.109864,0.571923,escritorio,baixo,850,no,no
0.225175,baixo,0.130435,0.461538,0.402526,0.19177,0.643154,galpao,alto,42124.85,yes,no
0.020751,medio,0.289855,0,0.408445,0.178382,0.237898,loja,medio,4052.9,no,no
0.033891,medio,0.057971,0,0.531571,0.102776,0.379322,loja,medio,3925.38,no,no
0.031649,baixo,0.144928,0,0.120758,0.128962,0.392808,sala_comercial,medio,4710.76,no,no
0.013521,medio,0.057971,0,0.352802,0.240992,0.30982,sala_comercial,medio,3433.26,no,no
0.060998,baixo,0.207802,0,0.646803,0.016539,0.733402,loja,alto,850,no,no
0.022518,medio,0.028986,0,0.486188,0.125222,0.29184,loja,medio,4823.69,no,no
0.006489,alto,0.217391,0.076923,0.185872,0.184924,0.231674,sala_comercial,medio,5570.89,no,no
0.038759,medio,0.246377,0.076923,0.191002,0.148651,0.340941,loja,baixo,7639.7,no,no
0.042056,medio,0.115942,0,0.325178,0.219728,0.451245,loja,medio,9718.73,no,no
0.15959,baixo,0.637681,0,0.740726,0.11774,0.483057,galpao,baixo,9161.76,no,no
0.006739,baixo,0.855072,0.076923,0.614444,0.019886,0.335062,sala_comercial,alto,850,yes,no
0.060998,medio,0.231884,0,0.357932,0.252215,0.217497,loja,baixo,8037.05,no,no
0.075006,medio,0.275362,0.153846,0.578137,0.106714,0.405256,galpao,baixo,8222.04,no,no
0.000007,alto,0.318841,0.076923,0.086425,0.29494,0.173582,sala_comercial,medio,3660.2,no,no
0.037949,medio,0.275362,0.153846,0.18824,0.184924,0.275242,loja,medio,10663.97,no,no
0.00575,baixo,0.043478,0,0.474349,0.002953,0.506224,sala_comercial,medio,850,no,no
0.005577,baixo,0.144928,0.076923,0.495659,0.02402,0.355571,sala_comercial,medio,850,no,no
0.002112,medio,0.057971,0.076923,0.435675,0.133885,0.421853,sala_comercial,medio,850,no,no
0.033527,medio,0,0.120447,0.262036,0.184924,0.412517,escritorio,baixo,7978.75,no,no
0.064802,alto,0.101449,0.384615,0.035912,0.394172,0.199516,loja,alto,31076.67,no,no
0.028018,medio,0.478261,0.153846,0.391081,0.228588,0.355118,sala_comercial,alto,6788.19,no,no
0.189006,baixo,0.028986,0.461538,0.872534,0.199646,0.498271,galpao,baixo,24577.03,no,no
0.213275,medio,0.26087,0.153846,0.38674,0.344162,0.472337,galpao,medio,38307.08,yes,no
0.010283,baixo,0.188406,0.076923,0.457774,0.052176,0.57538,sala_comercial,baixo,850,no,no
0.060998,medio,0.207802,0.230769,0.420679,0.152392,0.498617,loja,medio,9345.27,no,no
0.029664,alto,0.347826,0,0.181531,0.249852,0.200899,sala_comercial,baixo,8961.95,no,no
0.236194,medio,0.101449,0.307692,0.1397,0.29179,0.253804,galpao,medio,39316.06,yes,no
0.01807,medio,0.376812,0.120447,0.382794,0.137429,0.238243,sala_comercial,baixo,2635.55,no,no
0.113775,baixo,0.42029,0,0.87056,0.152195,0.334371,loja,baixo,8200.95,no,no
0.013748,alto,0.115942,0.076923,0.09629,0.23863,0.173237,sala_comercial,baixo,4932.41,no,no
0.025076,medio,0.115942,0.230769,0.335043,0.181729,0.396611,sala_comercial,medio,5623.9,no,no
0.179941,alto,0.376812,0.230769,0.172455,0.184924,0.058783,galpao,baixo,39234.68,no,no
0.088332,medio,0.101449,0,0.16614,0.312266,0.337828,galpao,baixo,14699.3,no,no
0.066364,alto,0.202899,0.230769,0.320442,0.271313,0.08852,loja,medio,20075.68,no,no
0.031796,baixo,0.202899,0.076923,0.916732,0.076196,0.395228,loja,alto,850,no,no
0.067184,baixo,0.15942,0.230769,0.390292,0.146879,0.400415,loja,medio,11998.92,no,no
0.868282,baixo,0.57971,0.120447,0.855564,0.152392,1,loja,medio,8527.68,no,yes
0.032739,medio,0.072464,0.153846,0.393054,0.177791,0.429806,loja,medio,8509.9,no,no
0.021789,alto,0.028986,0,0.207182,0.253396,0.129668,sala_comercial,alto,10944.31,no,no
0.02229,medio,0.246377,0,0.464088,0.184924,0.288728,sala_comercial,medio,2733.78,no,no
0.011445,alto,0.15942,0.120447,0.187056,0.245324,0.211272,sala_comercial,medio,4806.53,no,no
0.004523,medio,0.550725,0.076923,0.231255,0.129553,0.539419,sala_comercial,medio,850,no,no
0.039683,medio,0.275362,0.076923,0.189818,0.179366,0.43361,escritorio,alto,6249.14,no,no
0.018799,medio,0.101449,0,0.234412,0.172672,0.363071,sala_comercial,alto,3812.94,no,no
0.060998,medio,0.101449,0,0.090766,0.163221,0.276971,sala_comercial,alto,5703.56,no,no
0.030891,medio,0.086957,0,0.527624,0.156921,0.355571,loja,medio,7448.78,no,no
0.025652,baixo,0.289855,0,0.606156,0,0.493776,escritorio,alto,850,no,no
0.013498,medio,0.275362,0,0.295185,0.184924,0.359613,escritorio,medio,2478.34,no,no
0.018828,alto,0.028986,0,0.005525,0.364836,0.169779,escritorio,baixo,11002.58,no,no
0.032817,baixo,0.536232,0,0.750197,0.106911,0.355571,escritorio,alto,850,no,no
0.072758,baixo,0,0,0.475138,0.169128,0.282503,galpao,baixo,8626.61,no,no
0.044737,baixo,0.275362,0,0.66101,0.073833,0.473375,loja,medio,2999.35,no,no
0.100372,baixo,0.028986,0.538462,0.391081,0.08545,0.465076,galpao,medio,14645.05,no,no
0.013879,baixo,0.347826,0,0.327545,0.097263,0.573306,loja,baixo,850,no,no
0.037467,medio,0.130435,0.230769,0.429755,0.152589,0.362725,escritorio,baixo,4539.94,no,no
0.012047,medio,0.130435,0,0.148777,0.172278,0.281466,sala_comercial,medio,4544.45,no,no
0.030426,baixo,0.57971,0.076923,0.303473,0.054538,0.561895,loja,alto,850,no,no
0.156563,medio,0.42029,0,0.441594,0.330577,0.30982,galpao,medio,25001.53,no,no
0.018916,baixo,0.072464,0,0.372139,0.139398,0.42047,sala_comercial,baixo,2295.42,no,no
0.077118,baixo,0.207802,0.461538,0.782163,0.136247,0.779046,loja,medio,11636.28,no,no
0.010023,baixo,0.217391,0,0.531176,0.111045,0.273859,sala_comercial,medio,850,no,no
0.0219,baixo,0.289855,0,0.630229,0.03229,0.43603,loja,medio,850,no,no
0.030982,baixo,0.492754,0,0.791239,0.058279,0.354426,escritorio,medio,850,no,no
0.011991,alto,0.115942,0,0.249408,0.171884,0.239972,escritorio,alto,5596.96,no,no
0.035554,baixo,0.391304,0,0.651539,0.079937,0.40491,loja,baixo,1476.22,no,no
0.032534,medio,0.207802,0.076923,0.356354,0.150817,0.478562,escritorio,medio,4105.31,no,no
0.096617,alto,0.376812,0.384615,0.068666,0.397913,0.020401,galpao,medio,30540.34,no,no
0.033374,baixo,0.072464,0,0.363852,0.11774,0.255878,escritorio,alto,5217.67,no,no
0.022678,medio,0.246377,0.153846,0.3603,0.200827,0.388313,escritorio,baixo,3665.17,no,no
0.049999,alto,0.173913,0.153846,0.053275,0.357748,0.355571,loja,medio,15490.66,no,no
0.000007,medio,0.057971,0,0.589976,0.030715,0.485823,sala_comercial,alto,850,no,no
0.019492,medio,0.246377,0,0.281373,0.184924,0.106846,sala_comercial,medio,4479.49,no,no
0.039677,medio,0.057971,0,0.460931,0.101989,0.350968,loja,medio,5355.06,no,no
0.037445,baixo,0.26087,0.120447,0.246251,0.11518,0.311203,loja,baixo,4854.28,no,no
0.053936,medio,0.15942,0,0.248619,0.200236,0.330221,loja,medio,12318.96,no,no
0.014516,alto,0.318841,0.076923,0.098264,0.339043,0.239627,loja,medio,8787.03,no,no
0.014998,baixo,0.014493,0.120447,0.597869,0.003544,0.728562,sala_comercial,medio,850,no,no
0.060998,medio,0.173913,0.076923,0.367009,0.192558,0.285615,escritorio,baixo,6839.19,no,no
0.017881,baixo,0.086957,0,0.54262,0.086631,0.410788,escritorio,baixo,850,no,no
0.017374,baixo,0.072464,0,0.471586,0.099626,0.664246,sala_comercial,medio,850,no,no
0.02749,medio,0.463768,0,0.428966,0.095294,0.238935,escritorio,baixo,1662.86,no,no
0.01724,baixo,0.275362,0,0.364122,0.015948,0.587828,sala_comercial,medio,850,no,no
0.024148,medio,0.173913,0,0.391476,0.168537,0.399032,escritorio,alto,2903.68,no,no
0.009613,medio,0.275362,0,0.349645,0.154755,0.315007,sala_comercial,medio,850,no,no
0.032544,alto,0.26087,0.230769,0.196133,0.260484,0.2213,escritorio,alto,15007.58,no,no
0.060998,medio,0.318841,0.076923,0.317285,0.145107,0.177386,sala_comercial,baixo,2970.45,no,no
0.011682,baixo,0.710145,0,0.355564,0.081315,0.713347,sala_comercial,medio,850,no,no
0.773845,medio,0.927536,0.538462,0.361484,0.301437,0.856155,galpao,alto,16326.22,yes,yes
0.181106,baixo,0.028986,0.076923,0.905683,0.149045,0.535961,galpao,alto,21913.75,no,no
0.015942,baixo,0.144928,0.076923,0.539463,0.043316,0.656293,sala_comercial,medio,850,no,no
0.081131,medio,0.086957,0.384615,0.411997,0.201418,0.303596,loja,baixo,14783.63,no,no
0.006251,medio,0.028986,0.230769,0.5,0.181729,0.250692,loja,medio,4024.97,no,no
0.037604,baixo,0.207802,0.153846,0.383978,0.099035,0.631397,loja,baixo,3274.15,no,no
0.060998,medio,0.188406,0,0.286109,0.216972,0.181881,escritorio,baixo,3753.67,no,no
0.011145,baixo,0.115942,0,0.906472,0.041544,0.489281,loja,medio,850,no,no
0.060998,baixo,0.072464,0,0.416732,0.053554,0.633817,sala_comercial,baixo,850,no,no
0.027142,baixo,0.101449,0.153846,0.366219,0.063398,0.405256,escritorio,medio,2009.35,no,no
0.032144,baixo,0.014493,0,0.668903,0.093129,0.701591,escritorio,baixo,2330.66,no,no
0.273245,alto,0.057971,0.153846,0.249408,0.327427,0.207469,galpao,alto,78017.26,yes,no
0.026192,medio,0.043478,0,0.356354,0.210868,0.153527,escritorio,medio,6706.92,no,no
0.016098,baixo,0.333333,0,0.241121,0.126994,0.456432,sala_comercial,baixo,850,no,no
0.000007,alto,0.289855,0,0.092739,0.178578,0.087483,sala_comercial,medio,887.77,no,no
0.011923,baixo,0.173913,0,0.39266,0.184924,0.572268,sala_comercial,baixo,850,no,no
0.021646,medio,0.275362,0.153846,0.215075,0.263241,0.391079,escritorio,medio,4990.9,no,no
0.031444,alto,0.173913,0.076923,0.218232,0.259303,0.164938,escritorio,baixo,10370.14,no,no
0.019056,alto,0.173913,0.153846,0.116417,0.211853,0.134509,sala_comercial,alto,8465.96,no,no
0.71561,medio,0.724638,0,0.335438,0.168734,0.355571,loja,baixo,6042.45,no,yes
0.238517,medio,0.289855,0.461538,0.061563,0.461114,0.278354,galpao,medio,49603.45,yes,no
0.183995,alto,0.207802,0.384615,0.073796,0.515653,0.189142,galpao,medio,47677.45,no,no
0.017637,baixo,0.144928,0,0.487372,0.134082,0.537344,sala_comercial,alto,1587.04,no,no
0.060998,medio,0.130435,0.307692,0.367009,0.35952,0.365145,galpao,medio,37018.7,no,no
0.128721,medio,0.072464,0.076923,0.302289,0.342784,0.356846,loja,baixo,20069.06,no,no
0.055131,medio,0.115942,0,0.37056,0.074227,0.326418,loja,medio,7294.61,no,no
0.002359,alto,0.173913,0,0.007498,0.811183,0.44675,escritorio,baixo,19328,yes,no
0.165935,medio,0.173913,0.307692,0.201263,0.201614,0.225104,galpao,medio,28931.58,no,no
0.050165,medio,0.014493,0.153846,0.312155,0.164206,0.38036,loja,medio,9478.82,no,no
0.26112,baixo,0.246377,0.461538,0.485004,0.198464,0.623098,galpao,medio,35785.51,yes,no
0.022629,alto,0.231884,0,0.119179,0.303209,0.216113,loja,medio,9308.66,no,no
0.052651,medio,0.188406,0.076923,0.480663,0.131916,0.617566,loja,medio,4788.78,no,no
0.036123,medio,0.101449,0.076923,0.387924,0.192558,0.784578,loja,alto,6368.51,no,no
0.05869,medio,0.207802,0.120447,0.254144,0.192951,0.355571,loja,baixo,11613.21,no,no
0.036826,baixo,0.26087,0.153846,0.464088,0.076196,0.627939,loja,medio,2148.02,no,no
0.035866,medio,0.246377,0.076923,0.112076,0.123253,0.266252,escritorio,medio,6385.31,no,no
0.025997,baixo,0.057971,0.076923,0.294002,0.154755,0.606155,sala_comercial,medio,4215.3,no,no
0.060998,medio,0.304348,0,0.144436,0.248868,0.223029,loja,baixo,7083.88,no,no
0.011575,baixo,0.207802,0,0.531965,0.094704,0.456432,sala_comercial,baixo,850,no,no
0.016078,medio,0.202899,0,0.577743,0.054341,0.544606,loja,medio,850,no,no
0.031896,baixo,0.173913,0,0.565904,0.033668,0.568119,escritorio,baixo,850,no,no
0.020465,medio,0.246377,0.153846,0.340963,0.23607,0.288382,sala_comercial,alto,5925.44,no,no
0.065986,baixo,0.376812,0,0.234017,0.142154,0.355571,loja,medio,8420.16,no,no
0.021093,baixo,0.347826,0,0.872534,0.003938,0.624136,escritorio,medio,850,no,no
0.019001,medio,0.623188,0,0.578927,0.136247,0.355571,sala_comercial,medio,850,no,no
0.180757,medio,0.086957,0.692308,0.246251,0.319551,0.443638,galpao,medio,39480.75,yes,no
0.081043,alto,0.207802,0.307692,0.12352,0.425871,0.088866,loja,medio,29488.36,no,no
0.206194,medio,0.42029,0.230769,0.400552,0.196692,0.214039,galpao,medio,33235.37,yes,no
0.044233,medio,0.188406,0.076923,0.362273,0.184924,0.350968,escritorio,baixo,4406.33,no,no
0.011432,baixo,0.347826,0,0.769534,0.00256,0.662172,sala_comercial,medio,850,no,no
0.050871,medio,0.188406,0.230769,0.368193,0.176216,0.23029,loja,medio,11677.29,no,no
0.037175,medio,0.207802,0.230769,0.219416,0.241189,0.235477,loja,baixo,9125.79,no,no
0.031757,medio,0.347826,0.120447,0.228098,0.220713,0.315353,escritorio,medio,6870.7,no,no
0.011214,medio,0.207802,0.076923,0.202841,0.122071,0.181189,sala_comercial,alto,3888.6,no,no
0.004129,baixo,0.289855,0,0.490923,0.125418,0.555671,sala_comercial,baixo,850,no,no
0.019245,baixo,0.130435,0,0.626677,0.031699,0.649723,sala_comercial,alto,850,no,no
0.054203,medio,0.188406,0.153846,0.186267,0.219138,0.2213,escritorio,medio,10795.16,no,no
0.025333,medio,0.072464,0,0.283346,0.160268,0.225795,loja,baixo,6864.56,no,no
0.024295,medio,0.014493,0.153846,0.257301,0.174444,0.282503,galpao,medio,7246.16,no,no
0.769114,baixo,0.666667,0.153846,0.722178,0,0.355571,loja,baixo,7801.92,no,yes
0.066819,medio,0.101449,0.153846,0.331492,0.129356,0.401798,loja,medio,11749.3,no,no
0.019967,alto,0.391304,0,0.07577,0.346919,0.09751,sala_comercial,alto,13299.84,no,no
0.060998,alto,0.130435,0.230769,0.119574,0.256547,0.19917,loja,baixo,15892.58,no,no
0.155652,alto,0.173913,0.230769,0.159826,0.292184,0.164938,galpao,baixo,37308.78,no,no
0.116626,medio,0.362319,0,0.393054,0.254971,0.325726,galpao,medio,19327.25,no,no
0.042157,alto,0.101449,0.076923,0.119179,0.539673,0.134163,escritorio,medio,53525.23,no,no
0.006238,alto,0.188406,0,0.204815,0.314235,0.237898,sala_comercial,alto,5658.62,no,no
0.011067,medio,0.188406,0,0.3603,0.102973,0.39834,sala_comercial,medio,1467.68,no,no
0.012339,medio,0.666667,0.153846,0.393449,0.140973,0.32296,loja,alto,3270.32,no,no
0.017858,medio,0.086957,0.076923,0.310576,0.252215,0.405256,sala_comercial,medio,6344.17,no,no
0.016768,baixo,0.333333,0.076923,0.606551,0.084269,0.696404,sala_comercial,baixo,850,no,no
0.011353,medio,0.26087,0,0.249408,0.184924,0.500346,sala_comercial,medio,3445.96,no,no
0.016534,baixo,0.101449,0.230769,0.590766,0.12404,0.217497,loja,medio,3711.1,no,no
0.033481,baixo,0.144928,0.076923,0.559195,0.050404,0.337828,escritorio,baixo,1059.28,no,no
0.03024,alto,0.207802,0.120447,0.119968,0.293168,0.109613,escritorio,medio,13135.1,no,no
0.183725,medio,0.057971,0.153846,0.204025,0.195905,0.308783,loja,baixo,25008.93,no,no
0.024175,baixo,0.130435,0,0.552486,0.012798,0.601314,escritorio,alto,850,no,no
0.009303,medio,0.072464,0,0.364122,0.07088,0.493776,loja,alto,850,no,no
0.247961,medio,0.028986,0.120447,0.439227,0.278007,0.393154,galpao,medio,41050.1,yes,no
0.0141,alto,0.173913,0,0.041831,0.272888,0.141425,sala_comercial,baixo,6469.92,no,no
0.004321,medio,0.144928,0,0.371744,0.169325,0.321923,sala_comercial,baixo,2036.17,no,no
0.03982,medio,0.086957,0.230769,0,0.206143,0.343707,loja,baixo,10471.71,no,no
0.089887,medio,0.405797,0.153846,0.226519,0.288639,0.282503,galpao,medio,13906.6,no,no
0.014819,baixo,0.362319,0,0.570245,0.051585,0.37621,sala_comercial,medio,850,no,no
0.141051,alto,0.202899,0,0.081294,0.378027,0.176694,galpao,medio,39637.32,no,no
0.019124,medio,0.246377,0,0.243883,0.136838,0.214385,escritorio,alto,4165.01,no,no
0.01602,medio,0.202899,0,0.299526,0.175231,0.461964,sala_comercial,alto,2134.46,no,no
